date,district,rain_mm,api_mm
2013-09-15,Moga,0.0,8.391
2013-09-16,Moga,1.63,9.182
2013-09-17,Moga,1.309,9.573
2013-09-18,Moga,0.0,8.616
2013-09-19,Moga,0.0,7.754
2013-09-20,Moga,0.0,6.979
2013-09-21,Moga,0.0,6.281
2013-09-22,Moga,0.0,5.653
2013-09-23,Moga,0.797,5.884
2013-09-24,Moga,0.0,5.296
2013-09-25,Moga,2.335,7.101
2013-09-26,Moga,0.0,6.391
2013-09-27,Moga,0.0,5.752
2013-09-28,Moga,2.297,7.474
2013-09-29,Moga,0.0,6.726
2013-09-30,Moga,0.0,6.054
2013-10-01,Moga,0.0,5.448
2013-10-02,Moga,0.0,4.904
2013-10-03,Moga,0.023,4.436
2013-10-04,Moga,2.239,6.232
2013-10-05,Moga,0.0,5.609
2013-10-06,Moga,0.0,5.048
2013-10-07,Moga,0.0,4.543
2013-10-08,Moga,0.0,4.089
2013-10-09,Moga,0.0,3.68
2013-10-10,Moga,0.767,4.079
2014-05-20,Moga,0.0,18.727
2014-05-21,Moga,0.0,16.855
2014-05-22,Moga,0.0,15.169
2014-05-23,Moga,0.0,13.652
2014-05-24,Moga,0.0,12.287
2014-05-25,Moga,0.0,11.058
2014-05-26,Moga,0.025,9.978
2014-05-27,Moga,0.0,8.98
2014-05-28,Moga,0.0,8.082
2014-05-29,Moga,0.0,7.274
2014-05-30,Moga,0.0,6.547
2014-05-31,Moga,0.0,5.892
2014-06-01,Moga,0.0,5.303
2014-06-02,Moga,0.0,4.772
2014-06-03,Moga,0.0,4.295
2014-06-04,Moga,0.0,3.866
2014-06-05,Moga,0.0,3.479
2014-06-06,Moga,0.0,3.131
2014-06-07,Moga,0.0,2.818
2014-06-08,Moga,0.0,2.536
2014-06-09,Moga,0.0,2.283
2014-06-10,Moga,0.0,2.054
2014-06-11,Moga,0.0,1.849
2014-06-12,Moga,0.0,1.664
2014-06-13,Moga,0.014,1.512
2014-06-14,Moga,0.0,1.361
2014-06-15,Moga,0.0,1.224
2014-06-16,Moga,0.0,1.102
2014-06-17,Moga,0.0,0.992
2014-06-18,Moga,0.0,0.893
2014-06-19,Moga,0.0,0.803
2014-06-20,Moga,0.0,0.723
2014-06-21,Moga,0.02,0.671
2014-06-22,Moga,7.539,8.143
2014-06-23,Moga,1.477,8.806
2014-06-24,Moga,0.0,7.925
2014-06-25,Moga,0.0,7.132
2014-06-26,Moga,2.277,8.696
2014-06-27,Moga,0.115,7.941
2014-06-28,Moga,0.073,7.22
2014-06-29,Moga,11.051,17.549
2014-06-30,Moga,0.085,15.88
2014-07-01,Moga,4.687,18.978
2014-07-02,Moga,7.062,24.143
2014-07-03,Moga,0.64,22.369
2014-07-04,Moga,1.795,21.926
2014-07-05,Moga,0.0,19.734
2014-07-06,Moga,0.036,17.796
2014-07-07,Moga,0.0,16.016
2014-07-08,Moga,0.0,14.415
2014-07-09,Moga,0.0,12.973
2014-07-10,Moga,0.0,11.676
2014-07-11,Moga,0.0,10.508
2014-07-12,Moga,0.0,9.458
2014-07-13,Moga,0.0,8.512
2014-07-14,Moga,0.001,7.661
2014-07-15,Moga,0.0,6.895
2014-07-16,Moga,0.031,6.237
2014-07-17,Moga,10.643,16.256
2014-07-18,Moga,21.639,36.269
2014-07-19,Moga,0.0,32.642
2014-07-20,Moga,0.075,29.453
2014-07-21,Moga,0.003,26.511
2014-07-22,Moga,0.0,23.86
2014-07-23,Moga,0.0,21.474
2014-07-24,Moga,0.008,19.334
2014-07-25,Moga,0.0,17.401
2014-07-26,Moga,0.0,15.661
2014-07-27,Moga,0.0,14.095
2014-07-28,Moga,5.294,17.979
2014-07-29,Moga,0.071,16.253
2014-07-30,Moga,28.449,43.076
2014-07-31,Moga,0.0,38.769
2014-08-01,Moga,2.273,37.164
2014-08-02,Moga,1.547,34.995
2014-08-03,Moga,0.116,31.612
2014-08-04,Moga,0.002,28.453
2014-08-05,Moga,2.948,28.555
2014-08-06,Moga,0.315,26.015
2014-08-07,Moga,1.932,25.346
2014-08-08,Moga,0.055,22.866
2014-08-09,Moga,4.085,24.664
2014-08-10,Moga,0.055,22.253
2014-08-11,Moga,0.0,20.028
2014-08-12,Moga,4.615,22.64
2014-08-13,Moga,1.365,21.741
2014-08-14,Moga,0.0,19.567
2014-08-15,Moga,0.0,17.61
2014-08-16,Moga,0.0,15.849
2014-08-17,Moga,0.0,14.264
2014-08-18,Moga,0.0,12.838
2014-08-19,Moga,0.0,11.554
2014-08-20,Moga,0.0,10.398
2014-08-21,Moga,0.0,9.359
2014-08-22,Moga,0.0,8.423
2014-08-23,Moga,0.0,7.58
2014-08-24,Moga,0.0,6.822
2014-08-25,Moga,0.0,6.14
2014-08-26,Moga,0.0,5.526
2014-08-27,Moga,0.0,4.974
2014-08-28,Moga,0.05,4.527
2014-08-29,Moga,0.0,4.074
2014-08-30,Moga,0.0,3.667
2014-08-31,Moga,0.0,3.3
2014-09-01,Moga,1.254,4.224
2014-09-02,Moga,1.909,5.71
2014-09-03,Moga,0.068,5.207
2014-09-04,Moga,29.879,34.565
2014-09-05,Moga,14.091,45.199
2014-09-06,Moga,32.184,72.864
2014-09-07,Moga,0.054,65.631
2014-09-08,Moga,0.0,59.068
2014-09-09,Moga,11.956,65.117
2014-09-10,Moga,0.108,58.714
2014-09-11,Moga,3.386,56.228
2014-09-12,Moga,0.028,50.634
2014-09-13,Moga,8.566,54.137
2014-09-14,Moga,0.02,48.743
2014-09-15,Moga,4.375,48.244
2014-09-16,Moga,0.0,43.419
2014-09-17,Moga,0.0,39.077
2014-09-18,Moga,0.0,35.17
2014-09-19,Moga,0.0,31.653
2014-09-20,Moga,0.0,28.487
2014-09-21,Moga,0.0,25.639
2014-09-22,Moga,0.0,23.075
2014-09-23,Moga,0.0,20.767
2014-09-24,Moga,0.0,18.691
2014-09-25,Moga,0.0,16.821
2014-09-26,Moga,0.0,15.139
2014-09-27,Moga,0.0,13.625
2014-09-28,Moga,0.0,12.263
2014-09-29,Moga,0.0,11.037
2014-09-30,Moga,0.0,9.933
2014-10-01,Moga,0.006,8.945
2014-10-02,Moga,0.0,8.051
2014-10-03,Moga,0.0,7.246
2014-10-04,Moga,0.0,6.521
2014-10-05,Moga,0.0,5.869
2014-10-06,Moga,0.0,5.282
2014-10-07,Moga,0.0,4.754
2014-10-08,Moga,0.025,4.304
2014-10-09,Moga,0.913,4.787
2014-10-10,Moga,0.0,4.308
2015-05-20,Moga,0.0,10.323
2015-05-21,Moga,0.0,9.29
2015-05-22,Moga,0.0,8.361
2015-05-23,Moga,0.0,7.525
2015-05-24,Moga,0.558,7.331
2015-05-25,Moga,0.0,6.598
2015-05-26,Moga,0.0,5.938
2015-05-27,Moga,0.0,5.344
2015-05-28,Moga,0.0,4.81
2015-05-29,Moga,0.0,4.329
2015-05-30,Moga,0.0,3.896
2015-05-31,Moga,0.0,3.506
2015-06-01,Moga,3.22,6.375
2015-06-02,Moga,1.307,7.045
2015-06-03,Moga,4.644,10.984
2015-06-04,Moga,0.722,10.608
2015-06-05,Moga,0.114,9.661
2015-06-06,Moga,0.0,8.695
2015-06-07,Moga,0.0,7.826
2015-06-08,Moga,0.0,7.043
2015-06-09,Moga,0.0,6.339
2015-06-10,Moga,0.0,5.705
2015-06-11,Moga,0.0,5.134
2015-06-12,Moga,0.0,4.621
2015-06-13,Moga,0.0,4.159
2015-06-14,Moga,2.765,6.508
2015-06-15,Moga,3.887,9.744
2015-06-16,Moga,0.0,8.77
2015-06-17,Moga,0.0,7.893
2015-06-18,Moga,0.0,7.103
2015-06-19,Moga,0.0,6.393
2015-06-20,Moga,0.0,5.754
2015-06-21,Moga,1.315,6.493
2015-06-22,Moga,0.002,5.846
2015-06-23,Moga,0.0,5.261
2015-06-24,Moga,11.959,16.695
2015-06-25,Moga,5.949,20.974
2015-06-26,Moga,0.0,18.876
2015-06-27,Moga,0.0,16.989
2015-06-28,Moga,0.0,15.29
2015-06-29,Moga,0.0,13.761
2015-06-30,Moga,9.214,21.599
2015-07-01,Moga,0.017,19.456
2015-07-02,Moga,0.0,17.51
2015-07-03,Moga,0.648,16.407
2015-07-04,Moga,0.025,14.791
2015-07-05,Moga,0.0,13.312
2015-07-06,Moga,0.921,12.901
2015-07-07,Moga,5.878,17.489
2015-07-08,Moga,0.039,15.779
2015-07-09,Moga,2.14,16.342
2015-07-10,Moga,0.775,15.482
2015-07-11,Moga,2.279,16.213
2015-07-12,Moga,6.146,20.737
2015-07-13,Moga,10.23,28.894
2015-07-14,Moga,0.557,26.561
2015-07-15,Moga,0.0,23.905
2015-07-16,Moga,0.0,21.515
2015-07-17,Moga,1.81,21.173
2015-07-18,Moga,0.017,19.072
2015-07-19,Moga,1.762,18.927
2015-07-20,Moga,0.212,17.246
2015-07-21,Moga,5.758,21.28
2015-07-22,Moga,0.0,19.152
2015-07-23,Moga,0.346,17.582
2015-07-24,Moga,0.093,15.917
2015-07-25,Moga,1.942,16.267
2015-07-26,Moga,0.584,15.224
2015-07-27,Moga,0.0,13.702
2015-07-28,Moga,0.0,12.332
2015-07-29,Moga,0.0,11.099
2015-07-30,Moga,0.0,9.989
2015-07-31,Moga,0.911,9.901
2015-08-01,Moga,0.16,9.071
2015-08-02,Moga,8.354,16.518
2015-08-03,Moga,0.732,15.598
2015-08-04,Moga,0.982,15.02
2015-08-05,Moga,0.093,13.611
2015-08-06,Moga,0.9,13.15
2015-08-07,Moga,0.756,12.591
2015-08-08,Moga,1.044,12.376
2015-08-09,Moga,2.495,13.633
2015-08-10,Moga,0.002,12.272
2015-08-11,Moga,0.106,11.151
2015-08-12,Moga,1.902,11.938
2015-08-13,Moga,0.0,10.744
2015-08-14,Moga,0.77,10.44
2015-08-15,Moga,0.0,9.396
2015-08-16,Moga,2.287,10.743
2015-08-17,Moga,0.03,9.699
2015-08-18,Moga,1.939,10.669
2015-08-19,Moga,1.167,10.769
2015-08-20,Moga,0.054,9.746
2015-08-21,Moga,0.0,8.771
2015-08-22,Moga,13.117,21.011
2015-08-23,Moga,0.0,18.91
2015-08-24,Moga,1.515,18.534
2015-08-25,Moga,0.0,16.681
2015-08-26,Moga,0.0,15.013
2015-08-27,Moga,0.0,13.511
2015-08-28,Moga,0.001,12.161
2015-08-29,Moga,0.0,10.945
2015-08-30,Moga,0.0,9.85
2015-08-31,Moga,0.0,8.865
2015-09-01,Moga,0.0,7.979
2015-09-02,Moga,0.045,7.226
2015-09-03,Moga,0.0,6.503
2015-09-04,Moga,0.0,5.853
2015-09-05,Moga,0.0,5.267
2015-09-06,Moga,0.0,4.741
2015-09-07,Moga,0.0,4.267
2015-09-08,Moga,0.0,3.84
2015-09-09,Moga,0.0,3.456
2015-09-10,Moga,0.0,3.11
2015-09-11,Moga,0.0,2.799
2015-09-12,Moga,0.0,2.519
2015-09-13,Moga,0.0,2.267
2015-09-14,Moga,0.0,2.041
2015-09-15,Moga,0.0,1.837
2015-09-16,Moga,0.0,1.653
2015-09-17,Moga,0.41,1.898
2015-09-18,Moga,0.0,1.708
2015-09-19,Moga,0.0,1.537
2015-09-20,Moga,3.924,5.307
2015-09-21,Moga,18.415,23.191
2015-09-22,Moga,8.886,29.758
2015-09-23,Moga,22.881,49.663
2015-09-24,Moga,0.0,44.697
2015-09-25,Moga,0.0,40.227
2015-09-26,Moga,0.0,36.205
2015-09-27,Moga,0.023,32.607
2015-09-28,Moga,0.051,29.397
2015-09-29,Moga,0.0,26.458
2015-09-30,Moga,0.0,23.812
2015-10-01,Moga,0.0,21.431
2015-10-02,Moga,0.0,19.288
2015-10-03,Moga,0.0,17.359
2015-10-04,Moga,0.0,15.623
2015-10-05,Moga,0.0,14.061
2015-10-06,Moga,0.0,12.655
2015-10-07,Moga,0.0,11.389
2015-10-08,Moga,0.0,10.25
2015-10-09,Moga,0.0,9.225
2015-10-10,Moga,0.0,8.303
2016-05-20,Moga,0.0,3.64
2016-05-21,Moga,3.436,6.712
2016-05-22,Moga,0.0,6.041
2016-05-23,Moga,0.0,5.437
2016-05-24,Moga,4.018,8.911
2016-05-25,Moga,0.621,8.641
2016-05-26,Moga,0.0,7.777
2016-05-27,Moga,0.0,7.0
2016-05-28,Moga,0.0,6.3
2016-05-29,Moga,0.25,5.92
2016-05-30,Moga,5.769,11.097
2016-05-31,Moga,0.653,10.64
2016-06-01,Moga,0.0,9.576
2016-06-02,Moga,0.0,8.618
2016-06-03,Moga,0.0,7.757
2016-06-04,Moga,0.0,6.981
2016-06-05,Moga,0.0,6.283
2016-06-06,Moga,0.191,5.846
2016-06-07,Moga,0.044,5.305
2016-06-08,Moga,0.0,4.774
2016-06-09,Moga,0.001,4.298
2016-06-10,Moga,0.001,3.869
2016-06-11,Moga,3.547,7.029
2016-06-12,Moga,0.0,6.326
2016-06-13,Moga,0.0,5.693
2016-06-14,Moga,0.124,5.248
2016-06-15,Moga,1.195,5.918
2016-06-16,Moga,0.001,5.327
2016-06-17,Moga,0.0,4.795
2016-06-18,Moga,0.0,4.315
2016-06-19,Moga,0.669,4.553
2016-06-20,Moga,0.007,4.104
2016-06-21,Moga,0.027,3.721
2016-06-22,Moga,2.722,6.071
2016-06-23,Moga,10.663,16.127
2016-06-24,Moga,0.0,14.515
2016-06-25,Moga,0.0,13.063
2016-06-26,Moga,0.0,11.757
2016-06-27,Moga,20.317,30.898
2016-06-28,Moga,1.511,29.319
2016-06-29,Moga,0.0,26.387
2016-06-30,Moga,0.0,23.749
2016-07-01,Moga,3.838,25.212
2016-07-02,Moga,23.593,46.284
2016-07-03,Moga,16.351,58.007
2016-07-04,Moga,5.304,57.51
2016-07-05,Moga,0.0,51.759
2016-07-06,Moga,3.029,49.612
2016-07-07,Moga,1.384,46.035
2016-07-08,Moga,0.0,41.431
2016-07-09,Moga,0.169,37.457
2016-07-10,Moga,22.78,56.492
2016-07-11,Moga,1.795,52.637
2016-07-12,Moga,1.963,49.337
2016-07-13,Moga,2.359,46.762
2016-07-14,Moga,0.341,42.426
2016-07-15,Moga,20.094,58.278
2016-07-16,Moga,18.677,71.127
2016-07-17,Moga,28.389,92.403
2016-07-18,Moga,1.773,84.936
2016-07-19,Moga,5.392,81.834
2016-07-20,Moga,0.0,73.65
2016-07-21,Moga,0.0,66.285
2016-07-22,Moga,3.297,62.954
2016-07-23,Moga,1.387,58.046
2016-07-24,Moga,18.559,70.801
2016-07-25,Moga,1.803,65.523
2016-07-26,Moga,3.873,62.844
2016-07-27,Moga,13.303,69.863
2016-07-28,Moga,4.268,67.145
2016-07-29,Moga,0.251,60.682
2016-07-30,Moga,6.503,61.116
2016-07-31,Moga,0.0,55.005
2016-08-01,Moga,0.013,49.517
2016-08-02,Moga,1.067,45.632
2016-08-03,Moga,1.019,42.088
2016-08-04,Moga,0.0,37.879
2016-08-05,Moga,0.0,34.092
2016-08-06,Moga,8.529,39.212
2016-08-07,Moga,25.329,60.62
2016-08-08,Moga,1.935,56.493
2016-08-09,Moga,1.579,52.423
2016-08-10,Moga,3.608,50.788
2016-08-11,Moga,1.521,47.23
2016-08-12,Moga,6.459,48.967
2016-08-13,Moga,0.111,44.181
2016-08-14,Moga,2.47,42.233
2016-08-15,Moga,2.159,40.168
2016-08-16,Moga,0.068,36.22
2016-08-17,Moga,0.08,32.678
2016-08-18,Moga,1.789,31.2
2016-08-19,Moga,0.0,28.08
2016-08-20,Moga,0.0,25.272
2016-08-21,Moga,35.073,57.818
2016-08-22,Moga,0.703,52.739
2016-08-23,Moga,0.065,47.529
2016-08-24,Moga,0.128,42.905
2016-08-25,Moga,52.534,91.149
2016-08-26,Moga,8.307,90.341
2016-08-27,Moga,1.467,82.774
2016-08-28,Moga,33.005,107.502
2016-08-29,Moga,2.415,99.167
2016-08-30,Moga,7.039,96.289
2016-08-31,Moga,0.727,87.387
2016-09-01,Moga,2.998,81.646
2016-09-02,Moga,2.749,76.23
2016-09-03,Moga,0.173,68.781
2016-09-04,Moga,0.0,61.903
2016-09-05,Moga,0.494,56.206
2016-09-06,Moga,0.0,50.586
2016-09-07,Moga,0.004,45.531
2016-09-08,Moga,0.0,40.978
2016-09-09,Moga,0.0,36.88
2016-09-10,Moga,0.366,33.559
2016-09-11,Moga,0.0,30.203
2016-09-12,Moga,0.0,27.182
2016-09-13,Moga,0.0,24.464
2016-09-14,Moga,2.106,24.123
2016-09-15,Moga,0.042,21.753
2016-09-16,Moga,0.0,19.578
2016-09-17,Moga,0.0,17.62
2016-09-18,Moga,0.0,15.858
2016-09-19,Moga,0.003,14.275
2016-09-20,Moga,0.271,13.118
2016-09-21,Moga,0.041,11.848
2016-09-22,Moga,0.159,10.823
2016-09-23,Moga,1.44,11.18
2016-09-24,Moga,0.0,10.062
2016-09-25,Moga,0.002,9.059
2016-09-26,Moga,0.0,8.153
2016-09-27,Moga,0.0,7.338
2016-09-28,Moga,1.323,7.927
2016-09-29,Moga,0.0,7.134
2016-09-30,Moga,0.0,6.421
2016-10-01,Moga,0.0,5.779
2016-10-02,Moga,0.0,5.201
2016-10-03,Moga,0.655,5.336
2016-10-04,Moga,0.0,4.802
2016-10-05,Moga,0.0,4.322
2016-10-06,Moga,0.455,4.345
2016-10-07,Moga,0.0,3.91
2016-10-08,Moga,0.0,3.519
2016-10-09,Moga,0.0,3.167
2016-10-10,Moga,0.0,2.851
2017-05-20,Moga,0.03,1.279
2017-05-21,Moga,0.0,1.151
2017-05-22,Moga,0.341,1.377
2017-05-23,Moga,0.001,1.24
2017-05-24,Moga,0.0,1.116
2017-05-25,Moga,0.0,1.004
2017-05-26,Moga,0.0,0.904
2017-05-27,Moga,1.344,2.158
2017-05-28,Moga,0.0,1.942
2017-05-29,Moga,0.041,1.789
2017-05-30,Moga,0.0,1.61
2017-05-31,Moga,5.362,6.811
2017-06-01,Moga,0.154,6.284
2017-06-02,Moga,0.0,5.656
2017-06-03,Moga,0.0,5.09
2017-06-04,Moga,0.0,4.581
2017-06-05,Moga,0.0,4.123
2017-06-06,Moga,0.0,3.711
2017-06-07,Moga,15.036,18.376
2017-06-08,Moga,0.07,16.608
2017-06-09,Moga,0.0,14.947
2017-06-10,Moga,0.0,13.453
2017-06-11,Moga,4.117,16.225
2017-06-12,Moga,0.0,14.602
2017-06-13,Moga,0.0,13.142
2017-06-14,Moga,8.319,20.147
2017-06-15,Moga,0.111,18.243
2017-06-16,Moga,3.132,19.551
2017-06-17,Moga,0.262,17.858
2017-06-18,Moga,7.122,23.194
2017-06-19,Moga,0.0,20.875
2017-06-20,Moga,44.176,62.963
2017-06-21,Moga,12.954,69.621
2017-06-22,Moga,2.676,65.335
2017-06-23,Moga,0.394,59.196
2017-06-24,Moga,0.0,53.277
2017-06-25,Moga,0.0,47.949
2017-06-26,Moga,0.0,43.154
2017-06-27,Moga,3.281,42.12
2017-06-28,Moga,2.972,40.879
2017-06-29,Moga,25.86,62.651
2017-06-30,Moga,10.015,66.401
2017-07-01,Moga,0.735,60.496
2017-07-02,Moga,0.0,54.446
2017-07-03,Moga,2.081,51.083
2017-07-04,Moga,0.003,45.978
2017-07-05,Moga,1.235,42.615
2017-07-06,Moga,1.749,40.103
2017-07-07,Moga,8.549,44.642
2017-07-08,Moga,0.0,40.177
2017-07-09,Moga,0.0,36.16
2017-07-10,Moga,0.334,32.878
2017-07-11,Moga,0.0,29.59
2017-07-12,Moga,3.361,29.992
2017-07-13,Moga,1.805,28.798
2017-07-14,Moga,0.0,25.919
2017-07-15,Moga,1.237,24.564
2017-07-16,Moga,9.565,31.672
2017-07-17,Moga,0.02,28.525
2017-07-18,Moga,11.163,36.836
2017-07-19,Moga,2.819,35.971
2017-07-20,Moga,0.0,32.374
2017-07-21,Moga,2.998,32.135
2017-07-22,Moga,0.002,28.923
2017-07-23,Moga,0.0,26.031
2017-07-24,Moga,11.575,35.002
2017-07-25,Moga,0.287,31.789
2017-07-26,Moga,1.035,29.646
2017-07-27,Moga,0.0,26.681
2017-07-28,Moga,3.114,27.127
2017-07-29,Moga,1.115,25.529
2017-07-30,Moga,7.326,30.303
2017-07-31,Moga,1.207,28.479
2017-08-01,Moga,7.583,33.214
2017-08-02,Moga,34.846,64.739
2017-08-03,Moga,3.047,61.312
2017-08-04,Moga,3.099,58.279
2017-08-05,Moga,2.879,55.331
2017-08-06,Moga,0.728,50.526
2017-08-07,Moga,3.685,49.158
2017-08-08,Moga,13.219,57.461
2017-08-09,Moga,6.583,58.298
2017-08-10,Moga,1.427,53.895
2017-08-11,Moga,0.766,49.271
2017-08-12,Moga,0.219,44.563
2017-08-13,Moga,0.002,40.109
2017-08-14,Moga,1.29,37.389
2017-08-15,Moga,0.007,33.657
2017-08-16,Moga,0.216,30.507
2017-08-17,Moga,0.0,27.456
2017-08-18,Moga,0.0,24.711
2017-08-19,Moga,0.0,22.24
2017-08-20,Moga,7.354,27.37
2017-08-21,Moga,4.653,29.286
2017-08-22,Moga,1.446,27.803
2017-08-23,Moga,2.133,27.156
2017-08-24,Moga,2.28,26.72
2017-08-25,Moga,0.504,24.553
2017-08-26,Moga,13.899,35.996
2017-08-27,Moga,0.0,32.396
2017-08-28,Moga,0.0,29.157
2017-08-29,Moga,0.608,26.849
2017-08-30,Moga,17.592,41.756
2017-08-31,Moga,1.464,39.045
2017-09-01,Moga,47.921,83.062
2017-09-02,Moga,20.319,95.075
2017-09-03,Moga,2.185,87.752
2017-09-04,Moga,0.516,79.492
2017-09-05,Moga,1.927,73.47
2017-09-06,Moga,0.0,66.123
2017-09-07,Moga,0.456,59.967
2017-09-08,Moga,3.636,57.606
2017-09-09,Moga,0.0,51.846
2017-09-10,Moga,4.475,51.137
2017-09-11,Moga,2.533,48.556
2017-09-12,Moga,2.9,46.6
2017-09-13,Moga,0.0,41.94
2017-09-14,Moga,0.0,37.746
2017-09-15,Moga,0.0,33.972
2017-09-16,Moga,0.0,30.574
2017-09-17,Moga,0.0,27.517
2017-09-18,Moga,0.0,24.765
2017-09-19,Moga,0.0,22.289
2017-09-20,Moga,0.0,20.06
2017-09-21,Moga,0.0,18.054
2017-09-22,Moga,0.0,16.248
2017-09-23,Moga,1.581,16.205
2017-09-24,Moga,0.001,14.585
2017-09-25,Moga,0.0,13.127
2017-09-26,Moga,0.0,11.814
2017-09-27,Moga,0.0,10.633
2017-09-28,Moga,0.0,9.569
2017-09-29,Moga,0.0,8.612
2017-09-30,Moga,0.0,7.751
2017-10-01,Moga,0.0,6.976
2017-10-02,Moga,0.0,6.278
2017-10-03,Moga,0.0,5.651
2017-10-04,Moga,0.0,5.086
2017-10-05,Moga,0.0,4.577
2017-10-06,Moga,0.0,4.119
2017-10-07,Moga,0.0,3.707
2017-10-08,Moga,0.0,3.337
2017-10-09,Moga,0.0,3.003
2017-10-10,Moga,0.0,2.703
2018-05-20,Moga,0.0,2.29
2018-05-21,Moga,0.0,2.061
2018-05-22,Moga,0.0,1.855
2018-05-23,Moga,0.0,1.67
2018-05-24,Moga,0.0,1.503
2018-05-25,Moga,0.0,1.353
2018-05-26,Moga,0.0,1.217
2018-05-27,Moga,0.0,1.096
2018-05-28,Moga,0.0,0.986
2018-05-29,Moga,0.0,0.887
2018-05-30,Moga,0.0,0.799
2018-05-31,Moga,0.0,0.719
2018-06-01,Moga,0.0,0.647
2018-06-02,Moga,1.109,1.691
2018-06-03,Moga,0.0,1.522
2018-06-04,Moga,0.0,1.37
2018-06-05,Moga,0.0,1.233
2018-06-06,Moga,2.676,3.786
2018-06-07,Moga,0.005,3.412
2018-06-08,Moga,0.0,3.071
2018-06-09,Moga,1.289,4.053
2018-06-10,Moga,2.35,5.998
2018-06-11,Moga,0.191,5.589
2018-06-12,Moga,0.0,5.03
2018-06-13,Moga,0.0,4.527
2018-06-14,Moga,0.0,4.074
2018-06-15,Moga,0.0,3.667
2018-06-16,Moga,1.717,5.017
2018-06-17,Moga,14.639,19.155
2018-06-18,Moga,2.281,19.521
2018-06-19,Moga,0.0,17.569
2018-06-20,Moga,0.0,15.812
2018-06-21,Moga,0.0,14.231
2018-06-22,Moga,0.0,12.808
2018-06-23,Moga,0.244,11.77
2018-06-24,Moga,0.0,10.593
2018-06-25,Moga,0.0,9.534
2018-06-26,Moga,0.0,8.581
2018-06-27,Moga,0.506,8.228
2018-06-28,Moga,6.006,13.412
2018-06-29,Moga,9.763,21.834
2018-06-30,Moga,13.288,32.938
2018-07-01,Moga,0.64,30.284
2018-07-02,Moga,0.086,27.342
2018-07-03,Moga,7.26,31.868
2018-07-04,Moga,8.915,37.597
2018-07-05,Moga,2.253,36.09
2018-07-06,Moga,0.0,32.481
2018-07-07,Moga,0.0,29.233
2018-07-08,Moga,0.0,26.309
2018-07-09,Moga,0.0,23.678
2018-07-10,Moga,3.95,25.26
2018-07-11,Moga,0.0,22.734
2018-07-12,Moga,0.883,21.344
2018-07-13,Moga,8.883,28.092
2018-07-14,Moga,1.521,26.804
2018-07-15,Moga,0.006,24.129
2018-07-16,Moga,0.009,21.725
2018-07-17,Moga,14.15,33.703
2018-07-18,Moga,2.274,32.607
2018-07-19,Moga,6.133,35.479
2018-07-20,Moga,0.257,32.188
2018-07-21,Moga,0.408,29.377
2018-07-22,Moga,2.496,28.936
2018-07-23,Moga,9.629,35.671
2018-07-24,Moga,13.627,45.731
2018-07-25,Moga,4.917,46.075
2018-07-26,Moga,43.933,85.401
2018-07-27,Moga,6.026,82.887
2018-07-28,Moga,2.331,76.929
2018-07-29,Moga,0.154,69.391
2018-07-30,Moga,0.204,62.655
2018-07-31,Moga,2.16,58.55
2018-08-01,Moga,0.881,53.576
2018-08-02,Moga,0.0,48.218
2018-08-03,Moga,0.768,44.164
2018-08-04,Moga,1.162,40.91
2018-08-05,Moga,2.434,39.253
2018-08-06,Moga,4.513,39.84
2018-08-07,Moga,3.478,39.334
2018-08-08,Moga,9.423,44.824
2018-08-09,Moga,6.576,46.917
2018-08-10,Moga,4.331,46.557
2018-08-11,Moga,0.261,42.162
2018-08-12,Moga,8.719,46.665
2018-08-13,Moga,2.003,44.001
2018-08-14,Moga,5.087,44.688
2018-08-15,Moga,3.827,44.046
2018-08-16,Moga,0.89,40.532
2018-08-17,Moga,0.0,36.479
2018-08-18,Moga,0.144,32.975
2018-08-19,Moga,16.343,46.02
2018-08-20,Moga,5.34,46.758
2018-08-21,Moga,9.72,51.802
2018-08-22,Moga,0.526,47.148
2018-08-23,Moga,12.535,54.968
2018-08-24,Moga,0.331,49.803
2018-08-25,Moga,0.244,45.067
2018-08-26,Moga,0.335,40.895
2018-08-27,Moga,0.0,36.806
2018-08-28,Moga,0.002,33.127
2018-08-29,Moga,0.0,29.815
2018-08-30,Moga,2.156,28.989
2018-08-31,Moga,1.379,27.469
2018-09-01,Moga,0.0,24.722
2018-09-02,Moga,0.051,22.301
2018-09-03,Moga,0.899,20.97
2018-09-04,Moga,0.919,19.792
2018-09-05,Moga,2.165,19.978
2018-09-06,Moga,1.35,19.33
2018-09-07,Moga,0.003,17.4
2018-09-08,Moga,13.487,29.147
2018-09-09,Moga,0.077,26.309
2018-09-10,Moga,1.342,25.021
2018-09-11,Moga,2.342,24.861
2018-09-12,Moga,0.103,22.477
2018-09-13,Moga,3.854,24.083
2018-09-14,Moga,0.0,21.675
2018-09-15,Moga,0.0,19.507
2018-09-16,Moga,0.43,17.987
2018-09-17,Moga,0.0,16.188
2018-09-18,Moga,0.0,14.569
2018-09-19,Moga,0.0,13.112
2018-09-20,Moga,0.0,11.801
2018-09-21,Moga,0.0,10.621
2018-09-22,Moga,0.007,9.566
2018-09-23,Moga,58.348,66.957
2018-09-24,Moga,29.087,89.349
2018-09-25,Moga,6.986,87.399
2018-09-26,Moga,0.0,78.659
2018-09-27,Moga,0.0,70.793
2018-09-28,Moga,0.0,63.714
2018-09-29,Moga,2.102,59.444
2018-09-30,Moga,0.0,53.5
