date,district,year,chosen,y,score,frac_now
2015-08-20,Amritsar,2015,prior_state_season,0.0,0.3159356213917899,0.0
2015-08-21,Amritsar,2015,prior_state_season,0.0,0.3120516233406694,0.0
2015-08-22,Amritsar,2015,prior_state_season,0.0,0.308193861475316,0.0
2015-08-23,Amritsar,2015,prior_state_season,0.0,0.3043626916053322,0.0
2015-08-24,Amritsar,2015,prior_state_season,0.0,0.3005584560667613,0.0
2015-08-25,Amritsar,2015,prior_state_season,0.0,0.2967814837045711,0.0
2015-08-26,Amritsar,2015,prior_state_season,0.0,0.29303208986775975,0.0
2015-08-27,Amritsar,2015,prior_state_season,0.0,0.28958906085398317,5e-06
2015-08-28,Amritsar,2015,prior_state_season,0.0,0.2858374860060321,0.0
2015-08-29,Amritsar,2015,prior_state_season,0.0,0.2821708751754578,0.0
2015-08-30,Amritsar,2015,prior_state_season,0.0,0.2783161351516956,0.0
2015-08-31,Amritsar,2015,prior_state_season,0.0,0.2747088930127717,0.0
2015-09-01,Amritsar,2015,prior_state_season,0.0,0.2761906389287312,9.4e-05
2015-09-02,Amritsar,2015,prior_state_season,0.0,0.27157722801272777,0.0
2015-09-03,Amritsar,2015,prior_state_season,0.0,0.2680248904942465,0.0
2015-09-04,Amritsar,2015,prior_state_season,0.0,0.2605739610039874,0.0
2015-09-05,Amritsar,2015,prior_state_season,0.0,0.2571147479616665,0.0
2015-09-06,Amritsar,2015,prior_state_season,0.0,0.25368570198261853,0.0
2015-09-07,Amritsar,2015,prior_state_season,0.0,0.2502869803029641,0.0
2015-09-08,Amritsar,2015,prior_state_season,0.0,0.2469187276188251,0.0
2015-09-09,Amritsar,2015,prior_state_season,0.0,0.24668795349783296,6.2e-05
2015-09-10,Amritsar,2015,prior_state_season,0.0,0.2427254646748813,0.0
2015-09-11,Amritsar,2015,prior_state_season,0.0,0.23942647387861732,0.0
2015-09-12,Amritsar,2015,prior_state_season,0.0,0.23375286994422106,0.0
2015-09-13,Amritsar,2015,prior_state_season,0.0,0.2305387040416643,0.0
2015-09-14,Amritsar,2015,prior_state_season,0.0,0.22735562036467302,0.0
2015-09-15,Amritsar,2015,prior_state_season,0.0,0.22420368017376008,0.0
2015-09-16,Amritsar,2015,prior_state_season,0.0,0.2210829335106119,0.0
2015-09-17,Amritsar,2015,prior_state_season,0.0,0.21799341939040046,0.0
2015-09-18,Amritsar,2015,prior_state_season,0.0,0.21493516599889484,0.0
2015-09-19,Amritsar,2015,prior_state_season,0.0,0.21190819089400964,0.0
2015-09-20,Amritsar,2015,prior_state_season,0.0,0.20891250121143118,0.0
2015-09-21,Amritsar,2015,prior_state_season,0.0,0.20594809387396765,0.0
2015-09-22,Amritsar,2015,prior_state_season,0.0,0.20301495580427528,0.0
2015-09-23,Amritsar,2015,prior_state_season,0.0,0.20011306414061847,0.0
2015-09-24,Amritsar,2015,prior_state_season,0.0,0.19724238645532666,0.0
2015-09-25,Amritsar,2015,prior_state_season,0.0,0.202675471397448,0.000192
2015-09-26,Amritsar,2015,prior_state_season,0.0,0.19809542717095557,0.0
2015-09-27,Amritsar,2015,prior_state_season,0.0,0.19524662813513544,0.0
2015-09-28,Amritsar,2015,prior_state_season,0.0,0.18607084455774936,0.0
2015-07-25,Barnala,2015,prior_state_season,0.0,0.324754240598918,0.0
2015-07-26,Barnala,2015,prior_state_season,0.0,0.3189343707183016,0.0
2015-07-27,Barnala,2015,prior_state_season,0.0,0.31503048472486433,0.0
2015-07-28,Barnala,2015,prior_state_season,0.0,0.311152552692475,0.0
2015-07-29,Barnala,2015,prior_state_season,0.0,0.3073009407525193,0.0
2015-07-30,Barnala,2015,prior_state_season,0.0,0.3034760015849744,0.0
2015-07-31,Barnala,2015,prior_state_season,0.0,0.29967807439104865,0.0
2015-08-01,Barnala,2015,prior_state_season,0.0,0.29590748487861984,0.0
2015-08-02,Barnala,2015,prior_state_season,0.0,0.2921645452602412,0.0
2015-08-03,Barnala,2015,prior_state_season,0.0,0.28844955426346813,0.0
2015-08-04,Barnala,2015,prior_state_season,0.0,0.2847627971532424,0.0
2015-08-05,Barnala,2015,prior_state_season,0.0,0.281104545766057,0.0
2015-08-06,Barnala,2015,prior_state_season,0.0,0.27747505855561183,0.0
2015-08-07,Barnala,2015,prior_state_season,0.0,0.273874580649657,0.0
2015-08-08,Barnala,2015,prior_state_season,0.0,0.27030334391770966,0.0
2015-08-09,Barnala,2015,prior_state_season,0.0,0.266761567049321,0.0
2015-08-10,Barnala,2015,prior_state_season,0.0,0.26324945564255847,0.0
2015-08-11,Barnala,2015,prior_state_season,0.0,0.2597672023023619,0.0
2015-08-12,Barnala,2015,prior_state_season,0.0,0.2563149867484235,0.0
2015-08-13,Barnala,2015,prior_state_season,0.0,0.2528929759322367,0.0
2015-08-14,Barnala,2015,prior_state_season,0.0,0.24950132416295065,0.0
2015-08-15,Barnala,2015,prior_state_season,0.0,0.24614017324166612,0.0
2015-08-16,Barnala,2015,prior_state_season,0.0,0.24280965260380152,0.0
2015-08-17,Barnala,2015,prior_state_season,0.0,0.2395098794691579,0.0
2015-08-18,Barnala,2015,prior_state_season,0.0,0.23624095899930672,0.0
2015-08-19,Barnala,2015,prior_state_season,0.0,0.23300298446192624,0.0
2015-08-20,Barnala,2015,prior_state_season,0.0,0.22979603740171056,0.0
2015-08-21,Barnala,2015,prior_state_season,0.0,0.2266201878174744,0.0
2015-08-22,Barnala,2015,prior_state_season,0.0,0.22347549434508207,0.0
2015-08-23,Barnala,2015,prior_state_season,0.0,0.220362004445826,0.0
2015-08-24,Barnala,2015,prior_state_season,0.0,0.21727975459988683,0.0
2015-08-25,Barnala,2015,prior_state_season,0.0,0.21422877050450861,0.0
2015-08-26,Barnala,2015,prior_state_season,0.0,0.21120906727652713,0.0
2015-08-27,Barnala,2015,prior_state_season,0.0,0.20822064965889267,0.0
2015-08-28,Barnala,2015,prior_state_season,0.0,0.20526351223083614,0.0
2015-08-29,Barnala,2015,prior_state_season,0.0,0.20233763962133053,0.0
2015-08-30,Barnala,2015,prior_state_season,0.0,0.1994430067255078,0.0
2015-08-31,Barnala,2015,prior_state_season,0.0,0.1965795789236953,0.0
2015-09-01,Barnala,2015,prior_state_season,0.0,0.1937473123027465,0.0
2015-09-02,Barnala,2015,prior_state_season,0.0,0.19094615387934435,0.0
2015-09-03,Barnala,2015,prior_state_season,0.0,0.1881760418249662,0.0
2015-09-04,Barnala,2015,prior_state_season,0.0,0.18543690569220472,0.0
2015-09-05,Barnala,2015,prior_state_season,0.0,0.1827286666421504,0.0
2015-09-06,Barnala,2015,prior_state_season,0.0,0.1800512376725472,0.0
2015-09-07,Barnala,2015,prior_state_season,0.0,0.17740452384644279,0.0
2015-09-08,Barnala,2015,prior_state_season,0.0,0.1747884225210643,0.0
2015-09-09,Barnala,2015,prior_state_season,0.0,0.1722028235766584,0.0
2015-09-10,Barnala,2015,prior_state_season,0.0,0.16964760964504502,0.0
2015-09-11,Barnala,2015,prior_state_season,0.0,0.16712265633764226,0.0
2015-09-12,Barnala,2015,prior_state_season,0.0,0.16462783247273013,0.0
2015-09-13,Barnala,2015,prior_state_season,0.0,0.16216300030173078,0.0
2015-09-14,Barnala,2015,prior_state_season,0.0,0.15972801573429085,0.0
2015-09-15,Barnala,2015,prior_state_season,0.0,0.15732272856196214,0.0
2015-09-16,Barnala,2015,prior_state_season,0.0,0.1549469826802872,0.0
2015-09-17,Barnala,2015,prior_state_season,0.0,0.15260061630910318,0.0
2015-09-18,Barnala,2015,prior_state_season,0.0,0.15028346221089017,0.0
2015-09-19,Barnala,2015,prior_state_season,0.0,0.14799534790699612,0.0
2015-09-20,Barnala,2015,prior_state_season,0.0,0.14573609589158273,0.0
2015-09-21,Barnala,2015,prior_state_season,0.0,0.1435055238431437,0.0
2015-09-22,Barnala,2015,prior_state_season,0.0,0.14130344483345703,0.0
2015-09-23,Barnala,2015,prior_state_season,0.0,0.1391296675338404,0.0
2015-09-24,Barnala,2015,prior_state_season,0.0,0.13698399641858972,0.0
2015-09-25,Barnala,2015,prior_state_season,0.0,0.1348662319654871,0.0
2015-09-26,Barnala,2015,prior_state_season,0.0,0.13277617085327473,0.0
2015-09-27,Barnala,2015,prior_state_season,0.0,0.1307136061559971,0.0
2015-09-28,Barnala,2015,prior_state_season,0.0,0.12867832753412523,0.0
2015-07-25,Bathinda,2015,prior_state_season,0.0,0.28553267303881225,0.0
2015-07-26,Bathinda,2015,prior_state_season,0.0,0.28082103820913284,0.0
2015-07-27,Bathinda,2015,prior_state_season,0.0,0.2771938000808931,0.0
2015-07-28,Bathinda,2015,prior_state_season,0.0,0.2735955897776801,0.0
2015-07-29,Bathinda,2015,prior_state_season,0.0,0.2700266381403115,0.0
2015-07-30,Bathinda,2015,prior_state_season,0.0,0.26648716283616286,0.0
2015-07-31,Bathinda,2015,prior_state_season,0.0,0.262977368448431,0.0
2015-08-01,Bathinda,2015,prior_state_season,0.0,0.2594974465752437,0.0
2015-08-02,Bathinda,2015,prior_state_season,0.0,0.25604757593826666,0.0
2015-08-03,Bathinda,2015,prior_state_season,0.0,0.25262792250044996,0.0
2015-08-04,Bathinda,2015,prior_state_season,0.0,0.2492386395925534,0.0
2015-08-05,Bathinda,2015,prior_state_season,0.0,0.2458798680480833,0.0
2015-08-06,Bathinda,2015,prior_state_season,0.0,0.24255173634627156,0.0
2015-08-07,Bathinda,2015,prior_state_season,0.0,0.23925436076272327,0.0
2015-08-08,Bathinda,2015,prior_state_season,0.0,0.23598784552735969,0.0
2015-08-09,Bathinda,2015,prior_state_season,0.0,0.23275228298927925,0.0
2015-08-10,Bathinda,2015,prior_state_season,0.0,0.22954775378816175,0.0
2015-08-11,Bathinda,2015,prior_state_season,0.0,0.2263743270318409,0.0
2015-08-12,Bathinda,2015,prior_state_season,0.0,0.22323206047966954,0.0
2015-08-13,Bathinda,2015,prior_state_season,0.0,0.2201210007313079,0.0
2015-08-14,Bathinda,2015,prior_state_season,0.0,0.217041183420563,0.0
2015-08-15,Bathinda,2015,prior_state_season,0.0,0.21399263341391608,0.0
2015-08-16,Bathinda,2015,prior_state_season,0.0,0.21097536501337424,0.0
2015-08-17,Bathinda,2015,prior_state_season,0.0,0.20798938216328955,0.0
2015-08-18,Bathinda,2015,prior_state_season,0.0,0.20503467866079386,0.0
2015-08-19,Bathinda,2015,prior_state_season,0.0,0.20211123836950265,0.0
2015-08-20,Bathinda,2015,prior_state_season,0.0,0.19921903543614727,0.0
2015-08-21,Bathinda,2015,prior_state_season,0.0,0.1963580345098022,0.0
2015-08-22,Bathinda,2015,prior_state_season,0.0,0.19352819096338,0.0
2015-08-23,Bathinda,2015,prior_state_season,0.0,0.19072945111707568,0.0
2015-08-24,Bathinda,2015,prior_state_season,0.0,0.18796175246344748,0.0
2015-08-25,Bathinda,2015,prior_state_season,0.0,0.1852250238938314,0.0
2015-08-26,Bathinda,2015,prior_state_season,0.0,0.18251918592579355,0.0
2015-08-27,Bathinda,2015,prior_state_season,0.0,0.1798441509313347,0.0
2015-08-28,Bathinda,2015,prior_state_season,0.0,0.17719982336556728,0.0
2015-08-29,Bathinda,2015,prior_state_season,0.0,0.1745860999955976,0.0
2015-08-30,Bathinda,2015,prior_state_season,0.0,0.1720028701293527,0.0
2015-08-31,Bathinda,2015,prior_state_season,0.0,0.16945001584410152,0.0
2015-09-01,Bathinda,2015,prior_state_season,0.0,0.1669274122144284,0.0
2015-09-02,Bathinda,2015,prior_state_season,0.0,0.16443492753942865,0.0
2015-09-03,Bathinda,2015,prior_state_season,0.0,0.16197242356890276,0.0
2015-09-04,Bathinda,2015,prior_state_season,0.0,0.159539755728337,0.0
2015-09-05,Bathinda,2015,prior_state_season,0.0,0.1571367733424668,0.0
2015-09-06,Bathinda,2015,prior_state_season,0.0,0.15476331985723005,0.0
2015-09-07,Bathinda,2015,prior_state_season,0.0,0.15241923305992514,0.0
2015-09-08,Bathinda,2015,prior_state_season,0.0,0.15010434529739974,0.0
2015-09-09,Bathinda,2015,prior_state_season,0.0,0.1478184836921039,0.0
2015-09-10,Bathinda,2015,prior_state_season,0.0,0.1455614703558523,0.0
2015-09-11,Bathinda,2015,prior_state_season,0.0,0.14333312260114744,0.0
2015-09-12,Bathinda,2015,prior_state_season,0.0,0.1411332531499268,0.0
2015-09-13,Bathinda,2015,prior_state_season,0.0,0.13896167033960322,0.0
2015-09-14,Bathinda,2015,prior_state_season,0.0,0.13681817832627902,0.0
2015-09-15,Bathinda,2015,prior_state_season,0.0,0.13470257728502216,0.0
2015-09-16,Bathinda,2015,prior_state_season,0.0,0.13261466360709873,0.0
2015-09-17,Bathinda,2015,prior_state_season,0.0,0.1305542300940687,0.0
2015-09-18,Bathinda,2015,prior_state_season,0.0,0.12852106614865572,0.0
2015-09-19,Bathinda,2015,prior_state_season,0.0,0.1265149579623123,0.0
2015-09-20,Bathinda,2015,prior_state_season,0.0,0.12453568869940675,0.0
2015-09-21,Bathinda,2015,prior_state_season,0.0,0.12258303867796881,0.0
2015-09-22,Bathinda,2015,prior_state_season,0.0,0.12065678554693486,0.0
2015-09-23,Bathinda,2015,prior_state_season,0.0,0.118756704459843,0.0
2015-09-24,Bathinda,2015,prior_state_season,0.0,0.11688256824493243,0.0
2015-09-25,Bathinda,2015,prior_state_season,0.0,0.11503414757161139,0.0
2015-09-26,Bathinda,2015,prior_state_season,0.0,0.11321121111326055,0.0
2015-09-27,Bathinda,2015,prior_state_season,0.0,0.1114135257063477,0.0
2015-09-28,Bathinda,2015,prior_state_season,0.0,0.1096408565058329,0.0
2015-07-25,Faridkot,2015,prior_state_season,0.0,0.2501143740156336,0.0
2015-07-26,Faridkot,2015,prior_state_season,0.0,0.24654714785062362,0.0
2015-07-27,Faridkot,2015,prior_state_season,0.0,0.24321289705614507,0.0
2015-07-28,Faridkot,2015,prior_state_season,0.0,0.23990938016178914,0.0
2015-07-29,Faridkot,2015,prior_state_season,0.0,0.23663670378638005,0.0
2015-07-30,Faridkot,2015,prior_state_season,0.0,0.23339496263451218,0.0
2015-07-31,Faridkot,2015,prior_state_season,0.0,0.23018423966668042,0.0
2015-08-01,Faridkot,2015,prior_state_season,0.0,0.22700460627565183,0.0
2015-08-02,Faridkot,2015,prior_state_season,0.0,0.22385612246870598,0.0
2015-08-03,Faridkot,2015,prior_state_season,0.0,0.22073883705537156,0.0
2015-08-04,Faridkot,2015,prior_state_season,0.0,0.21765278784028777,0.0
2015-08-05,Faridkot,2015,prior_state_season,0.0,0.2145980018208258,0.0
2015-08-06,Faridkot,2015,prior_state_season,0.0,0.2115744953891072,0.0
2015-08-07,Faridkot,2015,prior_state_season,0.0,0.2085822745380603,0.0
2015-08-08,Faridkot,2015,prior_state_season,0.0,0.20562133507116157,0.0
2015-08-09,Faridkot,2015,prior_state_season,0.0,0.20269166281551515,0.0
2015-08-10,Faridkot,2015,prior_state_season,0.0,0.199793233837928,0.0
2015-08-11,Faridkot,2015,prior_state_season,0.0,0.19692601466364618,0.0
2015-08-12,Faridkot,2015,prior_state_season,0.0,0.1940899624974232,0.0
2015-08-13,Faridkot,2015,prior_state_season,0.0,0.19128502544660092,0.0
2015-08-14,Faridkot,2015,prior_state_season,0.0,0.18851114274588848,0.0
2015-08-15,Faridkot,2015,prior_state_season,0.0,0.18576824498353472,0.0
2015-08-16,Faridkot,2015,prior_state_season,0.0,0.19808831264434837,0.00036
2015-08-17,Faridkot,2015,prior_state_season,0.0,0.19214927448219768,0.0
2015-08-18,Faridkot,2015,prior_state_season,0.0,0.18936579366303163,0.0
2015-08-19,Faridkot,2015,prior_state_season,0.0,0.1751048252040151,0.0
2015-08-20,Faridkot,2015,prior_state_season,0.0,0.172515524277372,0.0
2015-08-21,Faridkot,2015,prior_state_season,0.0,0.16995662301110614,0.0
2015-08-22,Faridkot,2015,prior_state_season,0.0,0.16742799785793838,0.0
2015-08-23,Faridkot,2015,prior_state_season,0.0,0.1649295184498715,0.0
2015-08-24,Faridkot,2015,prior_state_season,0.0,0.162461047824602,0.0
2015-08-25,Faridkot,2015,prior_state_season,0.0,0.1600224426507587,0.0
2015-08-26,Faridkot,2015,prior_state_season,0.0,0.15761355345176506,0.0
2015-08-27,Faridkot,2015,prior_state_season,0.0,0.15523422482812785,0.0
2015-08-28,Faridkot,2015,prior_state_season,0.0,0.15288429567796794,0.0
2015-08-29,Faridkot,2015,prior_state_season,0.0,0.15056359941561503,0.0
2015-08-30,Faridkot,2015,prior_state_season,0.0,0.14827196418809935,0.0
2015-08-31,Faridkot,2015,prior_state_season,0.0,0.14600921308938275,0.0
2015-09-01,Faridkot,2015,prior_state_season,0.0,0.14377516437217952,0.0
2015-09-02,Faridkot,2015,prior_state_season,0.0,0.141569631657228,0.0
2015-09-03,Faridkot,2015,prior_state_season,0.0,0.13939242413988012,0.0
2015-09-04,Faridkot,2015,prior_state_season,0.0,0.13724334679388892,0.0
2015-09-05,Faridkot,2015,prior_state_season,0.0,0.1351222005722782,0.0
2015-09-06,Faridkot,2015,prior_state_season,0.0,0.1330287826051908,0.0
2015-09-07,Faridkot,2015,prior_state_season,0.0,0.13096288639461623,0.0
2015-09-08,Faridkot,2015,prior_state_season,0.0,0.12892430200591082,0.0
2015-09-09,Faridkot,2015,prior_state_season,0.0,0.1273636073794692,1.5e-05
2015-09-10,Faridkot,2015,prior_state_season,0.0,0.12528258643819618,0.0
2015-09-11,Faridkot,2015,prior_state_season,0.0,0.12331987510678714,0.0
2015-09-12,Faridkot,2015,prior_state_season,0.0,0.12103877414090848,0.0
2015-09-13,Faridkot,2015,prior_state_season,0.0,0.1191334925456584,0.0
2015-09-14,Faridkot,2015,prior_state_season,0.0,0.11725420129702566,0.0
2015-09-15,Faridkot,2015,prior_state_season,0.0,0.11540067148176605,0.0
2015-09-16,Faridkot,2015,prior_state_season,0.0,0.1135726721584395,0.0
2015-09-17,Faridkot,2015,prior_state_season,0.0,0.11176997051726184,0.0
2015-09-18,Faridkot,2015,prior_state_season,0.0,0.10999233203625096,0.0
2015-09-19,Faridkot,2015,prior_state_season,0.0,0.10823952063365247,0.0
2015-09-20,Faridkot,2015,prior_state_season,0.0,0.10651129881663465,0.0
2015-09-21,Faridkot,2015,prior_state_season,0.0,0.10480742782624816,0.0
2015-09-22,Faridkot,2015,prior_state_season,0.0,0.10312766777865019,0.0
2015-09-23,Faridkot,2015,prior_state_season,0.0,0.10147177780259846,0.0
2015-09-24,Faridkot,2015,prior_state_season,0.0,0.0998395161732237,0.0
2015-09-25,Faridkot,2015,prior_state_season,0.0,0.0982306404420941,0.0
2015-09-26,Faridkot,2015,prior_state_season,0.0,0.09664490756358936,0.0
2015-09-27,Faridkot,2015,prior_state_season,0.0,0.09508207401760525,0.0
2015-09-28,Faridkot,2015,prior_state_season,0.0,0.09354189592861335,0.0
2015-07-25,Fatehgarh Sahib,2015,prior_state_season,0.0,0.20868422436489953,0.0
2015-07-26,Fatehgarh Sahib,2015,prior_state_season,0.0,0.2055106810174747,0.0
2015-07-27,Fatehgarh Sahib,2015,prior_state_season,0.0,0.20258218328881364,0.0
2015-07-28,Fatehgarh Sahib,2015,prior_state_season,0.0,0.19968492775148555,0.0
2015-07-29,Fatehgarh Sahib,2015,prior_state_season,0.0,0.19681888057648764,0.0
2015-07-30,Fatehgarh Sahib,2015,prior_state_season,0.0,0.19398399862267304,0.0
2015-07-31,Fatehgarh Sahib,2015,prior_state_season,0.0,0.19118022965990109,0.0
2015-08-01,Fatehgarh Sahib,2015,prior_state_season,0.0,0.18840751259387384,0.0
2015-08-02,Fatehgarh Sahib,2015,prior_state_season,0.0,0.18566577769235515,0.0
2015-08-03,Fatehgarh Sahib,2015,prior_state_season,0.0,0.1829549468124752,0.0
2015-08-04,Fatehgarh Sahib,2015,prior_state_season,0.0,0.1802749336288316,0.0
2015-08-05,Fatehgarh Sahib,2015,prior_state_season,0.0,0.17762564386210883,0.0
2015-08-06,Fatehgarh Sahib,2015,prior_state_season,0.0,0.17500697550794536,0.0
2015-08-07,Fatehgarh Sahib,2015,prior_state_season,0.0,0.17241881906578646,0.0
2015-08-08,Fatehgarh Sahib,2015,prior_state_season,0.0,0.16986105776747115,0.0
2015-08-09,Fatehgarh Sahib,2015,prior_state_season,0.0,0.16733356780531067,0.0
2015-08-10,Fatehgarh Sahib,2015,prior_state_season,0.0,0.16483621855942532,0.0
2015-08-11,Fatehgarh Sahib,2015,prior_state_season,0.0,0.16236887282411508,0.0
2015-08-12,Fatehgarh Sahib,2015,prior_state_season,0.0,0.15993138703305063,0.0
2015-08-13,Fatehgarh Sahib,2015,prior_state_season,0.0,0.15752361148307978,0.0
2015-08-14,Fatehgarh Sahib,2015,prior_state_season,0.0,0.15514539055645374,0.0
2015-08-15,Fatehgarh Sahib,2015,prior_state_season,0.0,0.15279656294128802,0.0
2015-08-16,Fatehgarh Sahib,2015,prior_state_season,0.0,0.1504769618500809,0.0
2015-08-17,Fatehgarh Sahib,2015,prior_state_season,0.0,0.14818641523612336,0.0
2015-08-18,Fatehgarh Sahib,2015,prior_state_season,0.0,0.1459247460076423,0.0
2015-08-19,Fatehgarh Sahib,2015,prior_state_season,0.0,0.1436917722395277,0.0
2015-08-20,Fatehgarh Sahib,2015,prior_state_season,0.0,0.1414873073825058,0.0
2015-08-21,Fatehgarh Sahib,2015,prior_state_season,0.0,0.13931116046962572,0.0
2015-08-22,Fatehgarh Sahib,2015,prior_state_season,0.0,0.1371631363199393,0.0
2015-08-23,Fatehgarh Sahib,2015,prior_state_season,0.0,0.13605847176525354,3.2e-05
2015-08-24,Fatehgarh Sahib,2015,prior_state_season,0.0,0.13374887728900545,0.0
2015-08-25,Fatehgarh Sahib,2015,prior_state_season,0.0,0.1316734966529809,0.0
2015-08-26,Fatehgarh Sahib,2015,prior_state_season,0.0,0.12884822740121918,0.0
2015-08-27,Fatehgarh Sahib,2015,prior_state_season,0.0,0.12683775574433648,0.0
2015-08-28,Fatehgarh Sahib,2015,prior_state_season,0.0,0.1248541582964483,0.0
2015-08-29,Fatehgarh Sahib,2015,prior_state_season,0.0,0.12289721582405949,0.0
2015-08-30,Fatehgarh Sahib,2015,prior_state_season,0.0,0.12096670639613956,0.0
2015-08-31,Fatehgarh Sahib,2015,prior_state_season,0.0,0.11906240555839544,0.0
2015-09-01,Fatehgarh Sahib,2015,prior_state_season,0.0,0.1171840865039556,0.0
2015-09-02,Fatehgarh Sahib,2015,prior_state_season,0.0,0.11533152024042792,0.0
2015-09-03,Fatehgarh Sahib,2015,prior_state_season,0.0,0.11350447575329776,0.0
2015-09-04,Fatehgarh Sahib,2015,prior_state_season,0.0,0.11170272016564115,0.0
2015-09-05,Fatehgarh Sahib,2015,prior_state_season,0.0,0.10992601889413112,0.0
2015-09-06,Fatehgarh Sahib,2015,prior_state_season,0.0,0.10817413580132366,0.0
2015-09-07,Fatehgarh Sahib,2015,prior_state_season,0.0,0.10644683334421207,0.0
2015-09-08,Fatehgarh Sahib,2015,prior_state_season,0.0,0.10474387271904627,0.0
2015-09-09,Fatehgarh Sahib,2015,prior_state_season,0.0,0.10306501400241685,0.0
2015-09-10,Fatehgarh Sahib,2015,prior_state_season,0.0,0.10141001628860903,0.0
2015-09-11,Fatehgarh Sahib,2015,prior_state_season,0.0,0.09977863782323526,0.0
2015-09-12,Fatehgarh Sahib,2015,prior_state_season,0.0,0.09817063613316092,0.0
2015-09-13,Fatehgarh Sahib,2015,prior_state_season,0.0,0.09658576815274009,0.0
2015-09-14,Fatehgarh Sahib,2015,prior_state_season,0.0,0.09502379034638245,0.0
2015-09-15,Fatehgarh Sahib,2015,prior_state_season,0.0,0.09348445882747687,0.0
2015-09-16,Fatehgarh Sahib,2015,prior_state_season,0.0,0.09196752947369904,0.0
2015-09-17,Fatehgarh Sahib,2015,prior_state_season,0.0,0.09047275803873528,0.0
2015-09-18,Fatehgarh Sahib,2015,prior_state_season,0.0,0.0889999002604559,0.0
2015-09-19,Fatehgarh Sahib,2015,prior_state_season,0.0,0.08754871196557591,0.0
2015-09-20,Fatehgarh Sahib,2015,prior_state_season,0.0,0.08611894917084227,0.0
2015-09-21,Fatehgarh Sahib,2015,prior_state_season,0.0,0.08471036818078971,0.0
2015-09-22,Fatehgarh Sahib,2015,prior_state_season,0.0,0.0833227256821091,0.0
2015-09-23,Fatehgarh Sahib,2015,prior_state_season,0.0,0.08195577883467492,0.0
2015-09-24,Fatehgarh Sahib,2015,prior_state_season,0.0,0.0806092853592797,0.0
2015-09-25,Fatehgarh Sahib,2015,prior_state_season,0.0,0.079283003622125,0.0
2015-09-26,Fatehgarh Sahib,2015,prior_state_season,0.0,0.07797669271612048,0.0
2015-09-27,Fatehgarh Sahib,2015,prior_state_season,0.0,0.0766901125390438,0.0
2015-09-28,Fatehgarh Sahib,2015,prior_state_season,0.0,0.07542302386861494,0.0
2015-07-25,Firozpur,2015,prior_state_season,0.0,0.5216885753216317,0.0
2015-07-26,Firozpur,2015,prior_state_season,0.0,0.4995491080459332,0.0
2015-07-27,Firozpur,2015,prior_state_season,0.0,0.4950413713125698,0.0
2015-07-28,Firozpur,2015,prior_state_season,0.0,0.49053444057675166,0.0
2015-07-29,Firozpur,2015,prior_state_season,0.0,0.4860290480149409,0.0
2015-07-30,Firozpur,2015,prior_state_season,0.0,0.48152592480407397,0.0
2015-07-31,Firozpur,2015,prior_state_season,0.0,0.47702580064736844,0.0
2015-08-01,Firozpur,2015,prior_state_season,0.0,0.4725294033021609,0.0
2015-08-02,Firozpur,2015,prior_state_season,0.0,0.468037458110427,0.0
2015-08-03,Firozpur,2015,prior_state_season,0.0,0.4635506875326215,0.0
